netPnL,closeTime,openTime,tradeId,ticker,direction,setup,rMultiple,quantity,riskAmount,mae_r,mfe_r,mae_points,mfe_points,highestPrice,lowestPrice,plannedRR,entryPrice,exitPrice,stopLoss,takeProfit,commission_at_entry,spread_pips_at_entry,pip_value_at_entry,closeType,durationMinutes,status,originalRiskAmount,rewardToRiskRatio,mfe,mae,total_mfe_r,capture_ratio,management_gap,exit_timing_gap,would_have_won,exit_confirmed,dayOfWeek,hourOfEntry,hourOfExit,month,year,holdingTimeHours,holdingTimeMs,initial_sl,array_base_price,balance_at_creation,balance_at_exit,commission_total,planned_risk_pct,actual_risk_r,hasPartialCloses,hasMultipleTakeProfits,rulesFollowed,trading_session_id,sourceSessionName,bar_high_r,bar_low_r,bar_close_r,post_exit_bar_high_r,post_exit_bar_low_r,post_exit_bar_close_r
2.76,2024-12-05T13:58:00.000Z,2024-12-05T09:06:00.000Z,22011,USDJPY,LONG,London Open Liquidity Scalp,0.0651,0.26,42.39,-0.1553,1.7361,145.989,146.323,146.323,145.989,2.0,146.016,146.016,145.839,146.369,3.0,0.9,9.2,BE,292,closed,42.39,0.07,146.323,145.989,1.8267,0.0375,1.671,0.0427,false,true,Thursday,9,13,December,2024,4.8667,17520000,145.839,146.016,10219.02,10221.78,6.0,0.4148,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.2404, 0.3184, 0.4206, 0.4206, 0.4206, 0.4206, 0.5471, 0.548, 0.5773, 0.5773, 0.5773, 0.5773, 0.5773, 0.6448, 0.6448, 0.6448, 0.6448, 0.6448, 0.6448, 0.6448, 0.6448, 0.6448, 0.7691, 0.7691, 0.7691, 0.7691, 0.9167, 0.9167, 0.9167, 0.9331, 0.9584, 0.9677, 0.9677, 0.9677, 1.0437, 1.1674, 1.1674, 1.1674, 1.1674, 1.2451, 1.2451, 1.2451, 1.2451, 1.316, 1.3312, 1.3312, 1.3312, 1.3469, 1.3871, 1.3871, 1.4697, 1.4697, 1.5411, 1.5411, 1.5411, 1.5411, 1.5411, 1.5411, 1.5411, 1.5643, 1.6204, 1.6754, 1.6754, 1.6754, 1.6754, 1.6754, 1.6965, 1.6965, 1.7361, 1.7361, 1.7361, 1.7361, 1.7361, 1.7361, 1.7361, 1.7361, 1.7361, 1.7361, 1.7361, 1.7361]","[0.1132, 0.1214, 0.1214, 0.1214, 0.1214, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553, 0.1553]","[0.0206, 0.0342, 0.0244, -0.0078, -0.0221, 0.0361, -0.0111, 0.0313, 0.0276, -0.0093, -0.0081, 0.0154, 0.0228, -0.0298, 0.0397, 0.0475, 0.0503, 0.0122, 0.0069, 0.0445, 0.0432, -0.0154, 0.0548, 0.034, -0.0004, 0.0043, 0.0373, 0.0194, 0.0478, 0.0225, 0.0361, 0.0263, 0.0604, 0.041, -0.0044, 0.0641, 0.0715, 0.0679, 0.0531, 0.0563, 0.0269, -0.0079, -0.0032, 0.0349, 0.025, 0.0402, 0.0639, 0.0388, 0.0017, 0.0659, 0.0177, 0.0441, 0.0609, 0.0883, 0.0525, 0.0252, 0.0429, 0.0722, 0.0068, 0.0831, 0.0364, 0.0862, 0.0932, 0.0756, 0.0638, 0.0707, 0.0835, 0.0542, 0.0419, 0.0427, 0.0595, 0.0283, 0.0763, 0.0381, 0.0897, 0.0264, 0.0492, 0.044, 0.0654, 0.0651]","[0.1497, 0.196, 0.199, 0.2291, 0.3001, 0.2519, 0.2299, 0.2801, 0.3986, 0.4939, 0.5134, 0.5853, 0.6075, 0.7231, 0.685, 0.7586, 0.8411, 0.911, 0.9223, 0.881, 0.9774]","[0.0012, 0.0046, 0.028, 0.1068, 0.1195, 0.167, 0.2015, 0.2053, 0.2682, 0.325, 0.3285, 0.4018, 0.4031, 0.4598, 0.4726, 0.5283, 0.6005, 0.6303, 0.7009, 0.7417, 0.7698]","[0.0734, 0.1852, -0.1073, 0.3376, 0.3459, 0.299, 0.3042, 0.2738, 0.3307, -0.134, 0.1619, 0.0385, 0.2648, 0.3628, 0.2598, -0.129, -0.1193, 0.0081, 0.3236, 0.02, 0.364]"
-20.55,2024-06-12T13:23:00.000Z,2024-06-12T10:08:00.000Z,22012,NQ,LONG,London Open Liquidity Scalp,-0.4623,0.32,44.45,-0.4937,0.9666,18259.07533,18269.18448,18269.18448,18255.57012,3.0,18262.49291,18255.57012,18255.57012,18283.26129,4.5,0.75,5.0,SL,195,closed,44.45,0.46,18269.18448,18259.07533,1.2923,0.4783,0.3973,0.0481,false,false,Wednesday,10,13,June,2024,3.25,11700000,18255.57012,18262.49291,10221.78,10201.23,9.0,0.4349,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.409, 0.409, 0.409, 0.437, 0.4454, 0.479, 0.5226, 0.6894, 0.6894, 0.9666, 0.9666, 0.9666, 0.9666]","[0.1143, 0.2042, 0.2897, 0.2897, 0.2897, 0.4548, 0.4834, 0.4834, 0.4834, 0.4834, 0.4834, 0.4937, 0.4937]","[-0.0288, -0.1028, -0.1172, -0.1814, -0.1783, -0.1726, -0.2687, -0.3123, -0.3171, -0.3891, -0.361, -0.4265, -0.4623]","[0.578, 0.5308, 0.6231, 0.6988, 0.7682]","[0.0766, 0.1131, 0.1419, 0.1654, 0.1803]","[-0.5121, -0.4889, -0.2186, -0.3966, -0.23]"
126.24,2025-04-02T16:41:00.000Z,2025-04-02T10:48:00.000Z,22013,XAUUSD,LONG,London Open Liquidity Scalp,2.3632,2.96,53.42,-0.4996,3.4042,2045.052,2045.757,2045.757,2045.052,2.5,2045.142,2045.594,2044.961,2045.594,4.0,2.5,1.0,TP,353,closed,53.42,2.36,2045.757,2045.052,3.4728,0.6942,1.041,0.3303,false,true,Wednesday,10,16,April,2025,5.8833,21180000,2044.961,2045.142,10201.23,10327.47,8.0,0.5237,1.0,true,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.4585, 0.6891, 0.6891, 0.6891, 0.8279, 1.2763, 1.3197, 1.4638, 1.7256, 1.7605, 1.7998, 2.1164, 2.2384, 2.2722, 2.434, 2.5172, 2.8121, 3.0476, 3.0476, 3.3355, 3.3614, 3.4042, 3.4042]","[0.1043, 0.1043, 0.14, 0.3145, 0.3443, 0.3725, 0.3725, 0.417, 0.417, 0.417, 0.417, 0.4233, 0.4996, 0.4996, 0.4996, 0.4996, 0.4996, 0.4996, 0.4996, 0.4996, 0.4996, 0.4996, 0.4996]","[0.0601, 0.2218, 0.3112, 0.4474, 0.5328, 0.6398, 0.7549, 0.8159, 0.9505, 1.0425, 1.1399, 1.2172, 1.2908, 1.4146, 1.5346, 1.6314, 1.7573, 1.8087, 1.9407, 2.0705, 2.1903, 2.3046, 2.3632]","[2.319, 2.333, 2.3333, 2.2934, 2.2902, 2.3401]","[0.0283, 0.0415, 0.1038, 0.1577, 0.1669, 0.2325]","[2.2337, 2.2803, 2.4962, 2.4509, 2.4403, 2.1849]"
81.52,2024-07-23T14:57:00.000Z,2024-07-23T13:49:00.000Z,22014,XAUUSD,LONG,London Open Liquidity Scalp,1.5254,3.16,53.44,-0.291,2.1962,2068.428,2068.848,2068.848,2068.428,2.0,2068.477,2068.815,2068.308,2068.815,4.0,2.5,1.0,TP,68,closed,53.44,1.53,2068.848,2068.428,2.3222,0.6946,0.6708,0.0325,false,false,Tuesday,13,14,July,2024,1.1333,4080000,2068.308,2068.477,10327.47,10408.99,8.0,0.5175,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.2106, 0.2106, 0.3864, 0.3864, 0.3864, 0.3864, 0.3864, 0.4699, 0.5942, 0.5942, 0.5942, 0.7426, 0.7426, 0.8089, 0.8089, 0.8089, 0.9447, 0.9592, 0.9592, 1.0277, 1.0277, 1.0277, 1.0893, 1.0893, 1.1192, 1.1219, 1.1659, 1.2916, 1.2916, 1.2916, 1.2916, 1.2916, 1.3593, 1.3593, 1.4276, 1.4276, 1.4276, 1.6077, 1.6077, 1.6807, 1.6807, 1.6807, 1.6807, 1.6807, 1.8278, 1.8278, 1.8278, 1.8278, 1.8278, 1.8278, 1.9819, 1.9819, 2.1006, 2.1006, 2.1006, 2.1544, 2.1544, 2.1544, 2.1962, 2.1962, 2.1962, 2.1962, 2.1962, 2.1962, 2.1962, 2.1962, 2.1962, 2.1962]","[0.1375, 0.1375, 0.1375, 0.2439, 0.2656, 0.2656, 0.2656, 0.2656, 0.2669, 0.2669, 0.2669, 0.2669, 0.2669, 0.2669, 0.2669, 0.2669, 0.2669, 0.2669, 0.2669, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291, 0.291]","[0.058, 0.0701, 0.0872, 0.1014, 0.1146, 0.1237, 0.1889, 0.1455, 0.1768, 0.2188, 0.212, 0.2254, 0.2828, 0.2954, 0.292, 0.3724, 0.3786, 0.4077, 0.392, 0.4835, 0.4623, 0.4508, 0.5548, 0.5239, 0.5329, 0.5463, 0.6146, 0.6388, 0.6787, 0.6835, 0.7399, 0.7119, 0.7007, 0.7456, 0.8018, 0.8157, 0.8102, 0.8451, 0.867, 0.8966, 0.9087, 0.9827, 0.9196, 1.0151, 1.0345, 1.0498, 1.0603, 1.0741, 1.1332, 1.1459, 1.1031, 1.1811, 1.2166, 1.244, 1.275, 1.2289, 1.2426, 1.2846, 1.2884, 1.3335, 1.3769, 1.4002, 1.4576, 1.4096, 1.4259, 1.5111, 1.5021, 1.5254]","[1.6026, 1.6245, 1.5909, 1.6436, 1.6074, 1.6169, 1.5816, 1.5406, 1.6233, 1.6901]","[0.0059, 0.013, 0.059, 0.109, 0.1563, 0.1855, 0.1919, 0.2423, 0.2969, 0.3679]","[1.7129, 1.78, 1.7149, 1.4199, 1.5699, 1.5176, 1.3271, 1.7351, 1.4693, 1.7035]"
108.46,2025-05-08T18:09:00.000Z,2025-05-08T15:40:00.000Z,22015,GBPUSD,LONG,London Open Liquidity Scalp,2.583,0.25,41.99,-0.3553,3.0583,1.28138,1.28701,1.28701,1.28138,3.0,1.28197,1.28692,1.28032,1.28692,3.5,1.2,10.0,TP,149,closed,41.99,2.58,1.28701,1.28138,3.3284,0.8446,0.4753,0.1215,false,true,Thursday,15,18,May,2025,2.4833,8940000,1.28032,1.28197,10408.99,10517.45,7.0,0.4034,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.6552, 0.7911, 1.3603, 1.5573, 1.8875, 2.288, 2.561, 2.8568, 3.0583]","[0.0992, 0.117, 0.157, 0.3047, 0.3047, 0.3553, 0.3553, 0.3553, 0.3553]","[0.2501, 0.5731, 0.8435, 1.1783, 1.4175, 1.7271, 2.0176, 2.2939, 2.583]","[2.553, 2.592, 2.5531, 2.5956, 2.6061, 2.596, 2.5857, 2.6568, 2.6618, 2.7156, 2.7984, 2.753, 2.7795, 2.849, 2.823, 2.8729, 2.9278, 3.0278]","[0.0289, 0.0478, 0.1028, 0.1645, 0.1954, 0.1973, 0.2275, 0.2698, 0.2965, 0.3185, 0.3819, 0.3854, 0.448, 0.5213, 0.5938, 0.6076, 0.6613, 0.6623]","[2.5742, 2.8355, 2.6483, 2.395, 2.6464, 2.4252, 2.7352, 2.5489, 2.681, 2.8304, 2.4255, 2.7135, 2.7152, 2.6752, 2.4792, 2.4948, 2.4223, 2.5978]"
54.6,2024-05-10T17:10:00.000Z,2024-05-10T13:11:00.000Z,22016,XAUUSD,LONG,London Open Liquidity Scalp,1.0128,2.48,53.91,-0.7684,2.4907,2004.228,2004.937,2004.937,2004.228,2.0,2004.395,2004.615,2004.177,2004.83,4.0,2.5,1.0,MANUAL,239,closed,53.91,1.01,2004.937,2004.228,2.7977,0.4066,1.4779,0.2058,false,true,Friday,13,17,May,2024,3.9833,14340000,2004.177,2004.395,10517.45,10572.05,8.0,0.5126,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.3381, 0.3381, 0.3381, 0.3381, 0.5338, 0.5338, 0.5912, 0.5912, 0.5912, 0.5912, 0.5912, 0.5912, 0.7456, 0.7456, 0.7456, 0.7456, 0.7456, 0.7914, 0.7914, 0.8698, 0.9656, 1.0409, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1003, 1.1349, 1.1349, 1.3993, 1.514, 1.514, 1.514, 1.514, 1.5445, 1.5445, 1.5955, 1.5955, 1.649, 1.7232, 1.7232, 1.7232, 1.7232, 1.7415, 1.7415, 1.7785, 1.8414, 2.0344, 2.0344, 2.0344, 2.0344, 2.1225, 2.1225, 2.1225, 2.1225, 2.1225, 2.3279, 2.3279, 2.3517, 2.3517, 2.4112, 2.4112, 2.4788, 2.4788, 2.4788, 2.4788, 2.4788, 2.4907, 2.4907, 2.4907, 2.4907, 2.4907, 2.4907, 2.4907, 2.4907]","[0.0529, 0.072, 0.1365, 0.1365, 0.1893, 0.216, 0.216, 0.216, 0.216, 0.216, 0.3346, 0.3346, 0.3346, 0.3346, 0.3346, 0.3781, 0.3781, 0.3781, 0.3793, 0.4199, 0.4199, 0.4199, 0.4682, 0.4682, 0.4682, 0.4682, 0.4682, 0.4682, 0.516, 0.516, 0.5438, 0.5438, 0.5438, 0.5438, 0.5695, 0.5695, 0.5695, 0.5856, 0.5856, 0.5856, 0.5856, 0.5988, 0.5988, 0.5988, 0.6702, 0.6702, 0.6702, 0.6702, 0.6702, 0.6702, 0.6702, 0.6702, 0.6702, 0.6702, 0.6702, 0.6702, 0.7584, 0.7584, 0.7584, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684, 0.7684]","[-0.0026, 0.0203, 0.006, 0.0245, 0.098, 0.1144, 0.0936, 0.0692, 0.1265, 0.1157, 0.1731, 0.1467, 0.1903, 0.141, 0.1742, 0.1605, 0.2478, 0.2134, 0.2038, 0.2361, 0.2479, 0.2421, 0.2637, 0.3422, 0.3241, 0.2976, 0.3231, 0.3282, 0.3561, 0.4011, 0.3941, 0.3636, 0.4302, 0.4187, 0.41, 0.4422, 0.4683, 0.4817, 0.5053, 0.4888, 0.5584, 0.574, 0.5519, 0.572, 0.5489, 0.5901, 0.6153, 0.6055, 0.5844, 0.656, 0.6523, 0.6954, 0.6793, 0.6771, 0.7037, 0.6871, 0.686, 0.6939, 0.7205, 0.7191, 0.7843, 0.7686, 0.8187, 0.8425, 0.8475, 0.8173, 0.8248, 0.8166, 0.8605, 0.8757, 0.942, 0.9335, 0.8872, 0.9169, 0.9242, 0.9241, 1.0168, 0.9613, 0.9999, 1.0128]","[1.1135, 1.1659, 1.2315, 1.2247, 1.3038, 1.4093, 1.4006, 1.5023, 1.4538, 1.5616, 1.534]","[0.0353, 0.0437, 0.1218, 0.1679, 0.213, 0.2357, 0.2728, 0.3274, 0.3737, 0.4056, 0.4453]","[1.1033, 1.1572, 1.0834, 1.3114, 1.2832, 0.9049, 0.9168, 1.0273, 1.2012, 1.0076, 1.056]"
-21.87,2024-03-15T11:11:00.000Z,2024-03-15T07:58:00.000Z,22017,GBPUSD,SHORT,London Open Liquidity Scalp,-0.5272,0.22,41.48,-0.4667,0.4115,1.23626,1.23461,1.23726,1.23461,2.5,1.23538,1.23726,1.23726,1.23068,3.5,1.2,10.0,SL,193,closed,41.48,0.53,1.23461,1.23626,0.6041,1.2812,0.1509,0.2434,true,true,Friday,7,11,March,2024,3.2167,11580000,1.23726,1.23538,10572.05,10550.18,7.0,0.3924,1.0,false,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.1672, 0.21, 0.21, 0.4107, 0.4107, 0.4107, 0.4115, 0.4115, 0.4115, 0.4115, 0.4115, 0.5272]","[0.1792, 0.3161, 0.3161, 0.3161, 0.3161, 0.3701, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667]","[-0.0466, -0.0972, -0.1257, -0.1625, -0.1966, -0.2977, -0.3173, -0.3429, -0.3701, -0.4742, -0.5199, -0.5272]","[0.4732, 0.4732, 0.4732, 0.4732, 0.4732, 0.4732, 0.4658, 0.4432, 0.4732, 0.4732, 0.4489, 0.4732, 0.4237, 0.4732, 0.4612, 0.4732, 0.4732, 0.4732]","[0.0521, 0.0611, 0.0652, 0.0955, 0.1723, 0.2443, 0.2748, 0.282, 0.3517, 0.3896, 0.3912, 0.4094, 0.443, 0.5126, 0.5505, 0.5581, 0.5777, 0.6438]","[-0.3389, -0.6127, -0.3231, -0.5071, -0.7163, -0.3679, -0.2366, -0.6079, -0.6827, -0.6691, -0.5195, -0.5773, -0.5286, -0.5021, -0.5589, -0.3969, -0.5301, -0.3001]"
-45.07,2025-07-23T13:51:00.000Z,2025-07-23T09:12:00.000Z,22018,XAUUSD,LONG,London Open Liquidity Scalp,-0.9335,3.06,48.28,-0.7001,1.8852,2057.456,2057.864,2057.864,2057.419,2.0,2057.566,2057.419,2057.408,2057.882,4.0,2.5,1.0,STOP_OUT,279,closed,48.28,0.93,2057.864,2057.456,1.9794,0.4952,0.1846,0.0835,false,true,Wednesday,9,13,July,2025,4.65,16740000,2057.408,2057.566,10550.18,10505.11,8.0,0.4576,1.0,true,false,false,8801,London Open Liquidity Scalp — QA 200,"[0.3648, 0.3648, 0.6162, 0.6474, 0.8297, 0.8297, 0.9962, 1.1484, 1.1484, 1.334, 1.334, 1.5319, 1.5319, 1.7923, 1.8236, 1.8852, 1.8852, 1.8852]","[0.1051, 0.1867, 0.2565, 0.2619, 0.357, 0.357, 0.4851, 0.4851, 0.4851, 0.4851, 0.5409, 0.5925, 0.7001, 0.7001, 0.7001, 0.7001, 0.7001, 0.7001]","[-0.0104, -0.0844, -0.1543, -0.2006, -0.2752, -0.3001, -0.3794, -0.4543, -0.5035, -0.4798, -0.5744, -0.5947, -0.7103, -0.7427, -0.7933, -0.816, -0.9088, -0.9335]","[0.8921, 0.9916, 1.0041, 1.0002, 1.0997]","[0.0557, 0.1203, 0.1326, 0.1476, 0.1831]","[-1.0688, -1.0921, -1.0681, -0.6806, -1.0875]"
-39.74,2024-05-10T16:46:00.000Z,2024-05-10T15:45:00.000Z,22019,EURUSD,LONG,London Open Liquidity Scalp,-0.7835,0.19,50.72,-0.8179,0.5715,1.07739,1.08113,1.08113,1.0769,1.5,1.07959,1.0769,1.0769,1.08363,3.0,0.8,10.0,SL,61,closed,50.72,0.78,1.08113,1.07739,0.6557,1.371,0.5389,0.3051,true,false,Friday,15,16,May,2024,1.0167,3660000,1.0769,1.07959,10505.11,10465.37,6.0,0.4828,1.0,true,true,false,8801,London Open Liquidity Scalp — QA 200,"[0.3412, 0.3412, 0.3448, 0.5715, 0.5715, 0.5715, 0.5715, 0.5715, 0.5715, 0.5715, 0.5715, 0.7835]","[0.3004, 0.3004, 0.3004, 0.4193, 0.4922, 0.4922, 0.4922, 0.5694, 0.66, 0.7758, 0.8179, 0.8179]","[-0.0611, -0.0962, -0.2007, -0.271, -0.288, -0.3933, -0.4787, -0.5347, -0.6006, -0.6741, -0.6955, -0.7835]","[0.6572, 0.6572, 0.6572, 0.6572, 0.6476, 0.6572, 0.6572, 0.6192, 0.6572, 0.6572, 0.6572]","[0.0323, 0.1073, 0.1603, 0.2072, 0.2798, 0.3535, 0.3963, 0.4032, 0.4298, 0.4457, 0.5092]","[-0.7455, -0.5807, -0.8986, -0.88, -0.6939, -0.6774, -0.7635, -0.7266, -0.8198, -0.59, -0.8977]"
67.8,2024-02-07T17:32:00.000Z,2024-02-07T13:12:00.000Z,22020,XAUUSD,LONG,London Open Liquidity Scalp,1.5508,1.91,43.72,-0.6433,2.7914,2033.294,2034.081,2034.081,2033.294,3.0,2033.441,2033.796,2033.212,2034.129,4.0,2.5,1.0,MANUAL,260,closed,43.72,1.55,2034.081,2033.294,3.03,0.5556,1.2406,0.2001,false,true,Wednesday,13,17,February,2024,4.3333,15600000,2033.212,2033.441,10465.37,10533.17,8.0,0.4178,1.0,false,true,true,8801,London Open Liquidity Scalp — QA 200,"[0.1543, 0.3148, 0.3148, 0.3419, 0.4855, 0.5923, 0.5923, 0.642, 0.642, 0.642, 0.7362, 0.7362, 0.7362, 0.7362, 0.7362, 0.7931, 0.7931, 0.9615, 0.9615, 0.9615, 0.9615, 1.0749, 1.0749, 1.0749, 1.0964, 1.0964, 1.0964, 1.283, 1.283, 1.283, 1.283, 1.4172, 1.4172, 1.4172, 1.4172, 1.4205, 1.5532, 1.6971, 1.6971, 1.6971, 1.7561, 1.7561, 1.7561, 1.7561, 1.7561, 1.9513, 1.9513, 1.9513, 1.9647, 2.0386, 2.0754, 2.0822, 2.0822, 2.2547, 2.2547, 2.2547, 2.2547, 2.2547, 2.2547, 2.2547, 2.4946, 2.4946, 2.4946, 2.4946, 2.5464, 2.5464, 2.5894, 2.6584, 2.6584, 2.6584, 2.6584, 2.7914, 2.7914, 2.7914, 2.7914, 2.7914, 2.7914, 2.7914, 2.7914, 2.7914]","[0.2042, 0.2042, 0.2042, 0.2042, 0.2858, 0.2858, 0.2858, 0.2858, 0.2858, 0.2858, 0.2858, 0.3134, 0.3134, 0.3134, 0.3477, 0.3477, 0.3756, 0.3756, 0.3756, 0.3756, 0.3756, 0.3756, 0.3883, 0.3995, 0.3995, 0.4466, 0.4466, 0.4466, 0.4466, 0.4466, 0.4563, 0.4563, 0.4563, 0.4563, 0.4563, 0.4563, 0.4563, 0.4563, 0.4563, 0.4563, 0.5043, 0.5043, 0.5043, 0.5473, 0.5684, 0.5684, 0.5684, 0.5684, 0.5684, 0.6011, 0.6011, 0.6011, 0.6011, 0.6011, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433, 0.6433]","[0.0113, 0.0837, 0.054, 0.0792, 0.1032, 0.161, 0.0914, 0.1147, 0.2075, 0.1901, 0.2071, 0.2076, 0.2163, 0.2929, 0.3295, 0.3529, 0.3091, 0.346, 0.3389, 0.3741, 0.442, 0.4419, 0.4193, 0.4368, 0.4404, 0.4654, 0.5414, 0.5324, 0.5301, 0.5705, 0.6037, 0.5937, 0.655, 0.6762, 0.6844, 0.6897, 0.6773, 0.7339, 0.7873, 0.7716, 0.7536, 0.8243, 0.7907, 0.8212, 0.9155, 0.9252, 0.9361, 0.9261, 0.9053, 0.9461, 0.9468, 1.0132, 1.0092, 1.0708, 1.0301, 1.0978, 1.1391, 1.0873, 1.1775, 1.1208, 1.1667, 1.1877, 1.1959, 1.2509, 1.2681, 1.2611, 1.2539, 1.3197, 1.3745, 1.3468, 1.3819, 1.4128, 1.379, 1.3908, 1.4444, 1.4591, 1.4777, 1.5371, 1.5354, 1.5508]","[1.6394, 1.6012, 1.5592, 1.6246, 1.6637, 1.7552, 1.7751, 1.8619, 1.8337, 1.8861, 2.0007, 2.0889, 2.1747, 2.1335, 2.1]","[0.0581, 0.1031, 0.1748, 0.2104, 0.2357, 0.3128, 0.3826, 0.3964, 0.43, 0.4361, 0.5147, 0.5672, 0.5905, 0.6097, 0.6715]","[1.5719, 1.7554, 1.6605, 1.6279, 1.7643, 1.8139, 1.5881, 1.5441, 1.5134, 1.6614, 1.4949, 1.5391, 1.6112, 1.3789, 1.4915]"
56.68,2024-12-09T11:38:00.000Z,2024-12-09T09:56:00.000Z,22021,GBPUSD,LONG,London Open Liquidity Scalp,1.0583,0.4,53.56,-0.7946,2.8441,1.25269,1.25755,1.25755,1.25269,1.5,1.25375,1.25575,1.25241,1.25575,3.5,1.2,10.0,TP,102,closed,53.56,1.06,1.25755,1.25269,2.9241,0.3721,1.7858,0.0662,false,true,Monday,9,11,December,2024,1.7,6120000,1.25241,1.25375,10533.17,10589.85,7.0,0.5085,1.0,true,false,true,8801,London Open Liquidity Scalp — QA 200,"[0.3084, 0.4646, 0.792, 0.8094, 0.9525, 1.0004, 1.2976, 1.3553, 1.6613, 1.6613, 1.709, 2.0879, 2.1343, 2.1578, 2.506, 2.6347, 2.7029, 2.8441, 2.8441, 2.8441]","[0.1518, 0.1686, 0.1686, 0.2543, 0.445, 0.445, 0.445, 0.445, 0.4541, 0.6436, 0.6436, 0.6436, 0.697, 0.697, 0.7188, 0.7259, 0.7946, 0.7946, 0.7946, 0.7946]","[0.0869, 0.1239, 0.1833, 0.221, 0.2401, 0.3398, 0.3389, 0.4251, 0.4669, 0.5242, 0.5681, 0.6578, 0.726, 0.7663, 0.8379, 0.872, 0.8852, 0.9573, 0.9763, 1.0583]","[1.0846, 1.1764, 1.18, 1.16, 1.1584, 1.1687, 1.2638, 1.2629, 1.3533, 1.3587, 1.3853, 1.4275, 1.3835]","[0.0278, 0.0434, 0.0882, 0.1379, 0.14, 0.1628, 0.2324, 0.2743, 0.2873, 0.3285, 0.3985, 0.4014, 0.4428]","[1.3513, 1.2384, 0.9243, 1.0456, 1.2916, 1.0018, 1.0633, 1.3543, 1.1141, 1.2132, 1.3438, 1.0755, 1.1728]"
