netPnL,closeTime,openTime,tradeId,ticker,direction,setup,rMultiple,quantity,riskAmount,mae_r,mfe_r,mae_points,mfe_points,highestPrice,lowestPrice,plannedRR,entryPrice,exitPrice,stopLoss,takeProfit,commission_at_entry,spread_pips_at_entry,pip_value_at_entry,closeType,durationMinutes,status
21.75,2024-11-15T18:29:00.000Z,2024-11-15T13:22:00.000Z,22178,XAUUSD,LONG,London Open Liquidity Scalp,0.4168,2.34,52.18,-0.4442,1.5701,2079.45,2079.899,2079.899,2079.45,1.5,2079.549,2079.642,2079.326,2079.883,4.0,2.5,1.0,MANUAL,307,closed
95.68,2024-02-19T22:26:00.000Z,2024-02-19T15:32:00.000Z,22179,EURUSD,LONG,London Open Liquidity Scalp,2.1795,0.16,43.9,-0.0,3.2001,1.07435,1.0833,1.0833,1.07435,3.0,1.07435,1.08274,1.07155,1.08274,3.0,0.8,10.0,TP,414,closed
71.15,2024-07-06T16:31:00.000Z,2024-07-06T13:21:00.000Z,22180,EURUSD,LONG,London Open Liquidity Scalp,1.2986,0.32,54.79,-0.0981,1.3521,1.09607,1.09854,1.10135,1.09607,3.0,1.09624,1.10135,1.09454,1.10135,3.0,0.8,10.0,TP,190,closed
-43.08,2023-12-21T12:51:00.000Z,2023-12-21T09:28:00.000Z,22181,USDJPY,SHORT,London Open Liquidity Scalp,-0.9317,0.4,46.24,-0.1556,1.0787,148.877,148.721,148.975,148.721,2.0,148.857,148.975,148.983,148.604,3.0,0.9,9.2,MANUAL,203,closed
-28.35,2023-12-14T22:44:00.000Z,2023-12-14T15:46:00.000Z,22182,NQ,SHORT,London Open Liquidity Scalp,-0.5337,0.55,53.12,-0.4454,1.6735,18713.36249,18703.21628,18716.01815,18703.21628,2.0,18711.22972,18716.01815,18716.01815,18701.65286,4.5,0.75,5.0,SL,418,closed
-36.29,2024-03-29T21:03:00.000Z,2024-03-29T15:35:00.000Z,22183,EURUSD,LONG,London Open Liquidity Scalp,-0.6865,0.4,52.86,-2.0181,0.3386,1.07817,1.08132,1.08132,1.07817,2.5,1.08087,1.07953,1.07953,1.08421,3.0,0.8,10.0,SL,328,closed
19.73,2024-12-14T11:30:00.000Z,2024-12-14T09:23:00.000Z,22184,GBPUSD,LONG,London Open Liquidity Scalp,0.4359,0.34,45.26,-0.6728,1.2224,1.25488,1.25739,1.25739,1.25488,1.5,1.25577,1.25635,1.25445,1.25776,3.5,1.2,10.0,Trailing SL,127,closed
44.9,2025-02-14T11:22:00.000Z,2025-02-14T08:28:00.000Z,22185,XAUUSD,SHORT,London Open Liquidity Scalp,0.8214,2.51,54.66,-1.0685,0.3274,2007.523,2007.219,2007.523,2006.745,2.5,2007.29,2006.745,2007.508,2006.745,4.0,2.5,1.0,TP,174,closed
-29.34,2025-08-13T14:56:00.000Z,2025-08-13T13:26:00.000Z,22186,EURUSD,LONG,London Open Liquidity Scalp,-0.7324,0.14,40.06,-1.2008,0.2548,1.10284,1.10691,1.10691,1.10284,2.5,1.1062,1.10415,1.1034,1.11319,3.0,0.8,10.0,MANUAL,90,closed
-50.62,2025-07-10T15:48:00.000Z,2025-07-10T13:02:00.000Z,22187,NQ,SHORT,London Open Liquidity Scalp,-0.9772,0.49,51.8,-0.0894,1.1381,18134.05831,18127.5119,18138.91465,18127.5119,1.5,18133.58153,18138.91465,18138.91465,18125.58184,4.5,0.75,5.0,SL,166,closed
45.49,2025-11-07T09:03:00.000Z,2025-11-07T07:13:00.000Z,22188,EURUSD,SHORT,London Open Liquidity Scalp,1.0648,0.35,42.72,-1.2465,0.2408,1.10291,1.1011,1.10291,1.10009,1.5,1.10139,1.10009,1.10261,1.09956,3.0,0.8,10.0,Trailing SL,110,closed
77.69,2024-04-07T17:25:00.000Z,2024-04-07T14:11:00.000Z,22189,USDJPY,SHORT,London Open Liquidity Scalp,1.6505,0.25,47.07,-2.3533,0.2931,151.958,151.417,151.958,151.069,2.0,151.477,151.069,151.681,151.069,3.0,0.9,9.2,TP,194,closed
27.45,2025-03-20T17:35:00.000Z,2025-03-20T15:50:00.000Z,22190,XAUUSD,SHORT,London Open Liquidity Scalp,0.5835,3.31,47.04,-1.4924,0.4556,2065.179,2064.902,2065.179,2064.683,2.0,2064.967,2064.683,2065.109,2064.683,4.0,2.5,1.0,TP,105,closed
47.12,2025-11-26T09:01:00.000Z,2025-11-26T08:11:00.000Z,22191,XAUUSD,LONG,London Open Liquidity Scalp,0.9709,1.9,48.53,-0.3996,1.0034,2070.424,2070.782,2071.037,2070.424,2.0,2070.526,2071.037,2070.27,2071.037,4.0,2.5,1.0,TP,50,closed
-18.6,2024-04-26T14:50:00.000Z,2024-04-26T09:48:00.000Z,22192,EURUSD,LONG,London Open Liquidity Scalp,-0.3591,0.19,51.8,-1.2092,0.6692,1.1035,1.10855,1.10855,1.1035,1.5,1.10675,1.10406,1.10406,1.11078,3.0,0.8,10.0,SL,302,closed
40.87,2024-07-02T18:07:00.000Z,2024-07-02T14:11:00.000Z,22193,NQ,LONG,London Open Liquidity Scalp,0.978,0.45,41.79,-0.0232,2.0366,18325.04405,18334.5637,18334.5637,18325.04405,1.5,18325.15127,18332.08373,18320.52963,18332.08373,4.5,0.75,5.0,TP,236,closed
60.39,2024-05-04T13:02:00.000Z,2024-05-04T09:04:00.000Z,22194,EURUSD,LONG,London Open Liquidity Scalp,1.3559,0.21,44.54,-0.0,2.309,1.06798,1.07287,1.07287,1.06798,2.0,1.06798,1.07222,1.06586,1.07222,3.0,0.8,10.0,TP,238,closed
-28.01,2025-09-12T12:35:00.000Z,2025-09-12T08:48:00.000Z,22195,GBPUSD,SHORT,London Open Liquidity Scalp,-0.619,0.34,45.25,-0.3546,0.9868,1.2499,1.24812,1.25025,1.24812,2.5,1.24943,1.25025,1.25076,1.24611,3.5,1.2,10.0,STOP_OUT,227,closed
31.27,2025-12-10T09:48:00.000Z,2025-12-10T07:23:00.000Z,22196,USDJPY,LONG,London Open Liquidity Scalp,0.7167,0.24,43.63,-0.3621,1.3486,150.846,151.178,151.402,150.846,2.5,150.916,151.402,150.721,151.402,3.0,0.9,9.2,TP,145,closed
56.67,2024-08-08T15:53:00.000Z,2024-08-08T10:03:00.000Z,22197,EURUSD,SHORT,London Open Liquidity Scalp,1.2968,0.22,43.7,-2.0159,0.0,1.08842,1.08434,1.08842,1.08171,2.0,1.08434,1.08171,1.08637,1.08029,3.0,0.8,10.0,Trailing SL,350,closed
34.09,2025-09-12T14:10:00.000Z,2025-09-12T10:41:00.000Z,22198,GBPUSD,LONG,London Open Liquidity Scalp,0.7322,0.18,46.56,-0.2131,1.7634,1.28527,1.29048,1.29048,1.28527,1.5,1.28583,1.28776,1.28319,1.28979,3.5,1.2,10.0,Trailing SL,209,closed
55.52,2024-03-06T12:51:00.000Z,2024-03-06T08:28:00.000Z,22199,XAUUSD,SHORT,London Open Liquidity Scalp,1.1169,2.49,49.71,-1.8362,0.1873,2021.505,2021.101,2021.505,2020.915,2.5,2021.138,2020.915,2021.338,2020.638,4.0,2.5,1.0,Trailing SL,263,closed
70.76,2024-12-06T13:23:00.000Z,2024-12-06T07:49:00.000Z,22200,NQ,LONG,London Open Liquidity Scalp,1.462,0.51,48.4,-0.0,1.9967,18583.00904,18592.47858,18592.49423,18583.00904,2.0,18583.00904,18592.49423,18578.26644,18592.49423,4.5,0.75,5.0,TP,334,closed
