bug_ref,ticket_ref,cluster,symptom_family,rc_guess,status,tester_quote,notes
TAL-01235#1,TAL-01235,indicators,indicator-lifecycle,RC-6,resolved,ما بقدر احرك بين المؤشرات الا اول مؤشر فوق,auto-split: one bug per short thread
TAL-01236#1,TAL-01236,indicators,slow-interaction,RC-2,resolved,The indicator causes chart rendering lag when it is first added to the chart and when the timeframe is changed.,auto-split: one bug per short thread
TAL-01237#1,TAL-01237,indicators,drag-mis-anchor,RC-3,resolved,"When changing the timeframe, the indicator shifts from its position and then quickly snaps back onto the chart",auto-split: one bug per short thread
TAL-01238#1,TAL-01238,indicators,indicator-lifecycle,RC-6,resolved,The indicator disappears after refreshing the page,auto-split: one bug per short thread
TAL-01240#1,TAL-01240,indicators,drag-mis-anchor,RC-3,resolved,"When the site data is cleared, the favorite indicators are removed, and a message appears saying there is no data for the chart",auto-split: one bug per short thread
TAL-01241#1,TAL-01241,indicators,indicator-lifecycle,RC-6,resolved,"After saving the template, it disappears when the page is refreshed",auto-split: one bug per short thread
TAL-01242#1,TAL-01242,indicators,indicator-lifecycle,RC-6,resolved,"When leaving the chart idle, these numbers keep moving",auto-split: one bug per short thread
TAL-01244#1,TAL-01244,indicators,indicator-lifecycle,RC-6,resolved,Some indicators stop rendering beyond a certain point and fail to render completely,auto-split: one bug per short thread
TAL-01245#1,TAL-01245,indicators,indicator-lifecycle,RC-6,resolved,"When adding indicators to the chart, they do not apply immediately; they only appear after slightly moving the chart",auto-split: one bug per short thread
TAL-01246#1,TAL-01246,indicators,drag-mis-anchor,RC-3,resolved,"When adding indicators and then refreshing the page, I cannot delete them unless I move the chart",auto-split: one bug per short thread
TAL-01249#1,TAL-01249,indicators,indicator-lifecycle,RC-6,resolved,"When a specific timeframe is hidden, its settings should remain visible and not be removed",auto-split: one bug per short thread
TAL-01251#1,TAL-01251,indicators,order-entry,RC-5,resolved,The EMA-Based MA line style is not working,auto-split: one bug per short thread
TAL-01258#1,TAL-01258,indicators,label-mis-anchor,RC-3,resolved,"The price label keeps moving repeatedly, and the control point is not in the correct position. The Style and Thickness dropdown menus should open downward, not upward",auto-split: one bug per short thread
TAL-01259#1,TAL-01259,indicators,label-mis-anchor,RC-3,resolved,The price label keeps moving repeatedly Can we move the basis line to the middle between the upper and lower bands,auto-split: one bug per short thread
TAL-01260#1,TAL-01260,indicators,stuck-until-click,RC-2,resolved,"When deleting an old indicator and adding a new one, the old indicator remains stuck on the chart",auto-split: one bug per short thread
TAL-01263#1,TAL-01263,indicators,indicator-lifecycle,RC-6,user_replied,"The Thickness dropdown menus should open downward, not upward",auto-split: one bug per short thread
TAL-01264#1,TAL-01264,indicators,indicator-lifecycle,RC-6,resolved,"When I rescale the indicator, I cannot reset it",auto-split: one bug per short thread
TAL-01265#1,TAL-01265,indicators,indicator-lifecycle,RC-6,resolved,Double-clicking inside the indicator container opens the settings. Why doesn’t a click on the indicator itself inside the container trigger the settings instead,auto-split: one bug per short thread
TAL-01266#1,TAL-01266,indicators,indicator-lifecycle,RC-6,resolved,"The Style and Thickness dropdown menus should open downward, not upward",auto-split: one bug per short thread
TAL-01267#1,TAL-01267,indicators,indicator-lifecycle,RC-6,resolved,Could a small top margin be added to improve access to the indicator settings and prevent the indicator from overlapping with the settings icon,auto-split: one bug per short thread
TAL-01268#1,TAL-01268,indicators,indicator-lifecycle,RC-6,resolved,"After rescaling the indicator from the price scale, I cannot adjust it manually",auto-split: one bug per short thread
TAL-01269#1,TAL-01269,indicators,indicator-lifecycle,RC-6,resolved,"When I rescale the indicator, I cannot reset it After rescaling the indicator from the price scale, I cannot adjust it manually When double-clicking inside the indicator container, the settings open. Why isn’t it opened by clicking directly",auto-split: one bug per short thread
TAL-01272#1,TAL-01272,indicators,indicator-lifecycle,RC-6,resolved,"The Style and Thickness dropdown menus should open downward, not upward",auto-split: one bug per short thread
TAL-01273#1,TAL-01273,indicators,indicator-lifecycle,RC-6,resolved,"From color #0 to color #3, if there is no main menu style, we will not benefit from the style and thickness options",auto-split: one bug per short thread
TAL-01274#1,TAL-01274,indicators,indicator-lifecycle,RC-6,resolved,"When the chart is moved, this part of the indicator becomes hidden",auto-split: one bug per short thread
TAL-01275#1,TAL-01275,indicators,indicator-lifecycle,RC-6,resolved,"The Style and Thickness dropdown menus should open downward, not upward",auto-split: one bug per short thread
TAL-01276#1,TAL-01276,indicators,indicator-lifecycle,RC-6,resolved,"The Style and Thickness dropdown menus should open downward, not upward.",auto-split: one bug per short thread
TAL-01277#1,TAL-01277,indicators,multichart-parity,RC-4,resolved,"When an indicator is configured to be visible on a specific timeframe, it should not be fully removed instead, it would be better if it only disappears from the indicator container",auto-split: one bug per short thread
TAL-01279#1,TAL-01279,indicators,indicator-lifecycle,RC-6,resolved,"The Style and Thickness dropdown menus should open downward, not upward.",auto-split: one bug per short thread
TAL-01280#1,TAL-01280,indicators,indicator-lifecycle,RC-6,resolved,"There is an issue with the indicator, and I am unable to control the chart",auto-split: one bug per short thread
TAL-01282#1,TAL-01282,indicators,indicator-lifecycle,RC-6,resolved,"When rescaling indicators, they overlap with each other",auto-split: one bug per short thread
TAL-01285#1,TAL-01285,indicators,label-mis-anchor,RC-3,resolved,"Hiding the indicator is not working, and the price label keeps moving repeatedly.",auto-split: one bug per short thread
TAL-01286#1,TAL-01286,indicators,indicator-lifecycle,RC-6,resolved,لما اعمل اخفاء للمؤشرات ما بيتم اخفائهم الا اضغط على الشاشة,auto-split: one bug per short thread
TAL-01287#1,TAL-01287,indicators,order-entry,RC-5,resolved,"When the color opacity slider overlaps with the container border, it becomes unclickable and cannot be adjusted",auto-split: one bug per short thread
TAL-01288#1,TAL-01288,indicators,indicator-lifecycle,RC-6,resolved,"Modifying the Zero line input value fails to update the line itself, but it immediately impacts the indicator behavior",auto-split: one bug per short thread
TAL-01289#1,TAL-01289,indicators,stuck-until-click,RC-2,resolved,"Removing an indicator from the main menu fails to delete it, and it stays stuck on the chart view",auto-split: one bug per short thread
TAL-01290#1,TAL-01290,indicators,indicator-lifecycle,RC-6,resolved,Line style and thickness settings are useless unless the main style option is enabled,auto-split: one bug per short thread
TAL-01291#1,TAL-01291,indicators,quick-menu-defect,RC-1,resolved,"When closing the indicator from the main menu, its settings menu remains open",auto-split: one bug per short thread
TAL-01295#1,TAL-01295,indicators,slow-interaction,RC-2,resolved,Platform freezes when enabling ICT Kill Zones indicator,auto-split: one bug per short thread
TAL-01296#1,TAL-01296,indicators,slow-interaction,RC-2,resolved,"Whenever I enable indicators (especially the ICT indicators), the website suffers from huge lag, becomes very heavy, and completely freezes for several seconds before recovering",auto-split: one bug per short thread
TAL-01300#1,TAL-01300,indicators,indicator-lifecycle,RC-6,resolved,"The indicator does not appear, and a “Failed to fetch” message shows next to it",auto-split: one bug per short thread
TAL-01302#1,TAL-01302,indicators,order-entry,RC-5,resolved,"When drawing on the chart or placing orders, moving the chart downward causes the drawings to appear above the indicator",auto-split: one bug per short thread
TAL-01473#1,TAL-01473,indicators,indicator-lifecycle,RC-6,resolved,What is the purpose of this menu?,auto-split: one bug per short thread
TAL-00473#1,TAL-00473,journal_app,replay-interaction,RC-8,user_replied,"When I change the color of any session, Frankfurt and Sydney disappear.",auto-split: one bug per short thread
TAL-00908#1,TAL-00908,journal_app,slow-interaction,RC-7,resolved,Add notes on trade card → save. Notes persist after reload. note not saved,auto-split: one bug per short thread
TAL-00975#1,TAL-00975,journal_app,order-entry,RC-5,pending,PNL wrong,auto-split: one bug per short thread
TAL-00976#1,TAL-00976,journal_app,slow-interaction,RC-7,resolved,the photos don't show,auto-split: one bug per short thread
TAL-00977#1,TAL-00977,journal_app,slow-interaction,RC-7,resolved,Search emoji picker. not work,auto-split: one bug per short thread
TAL-00978#1,TAL-00978,journal_app,slow-interaction,RC-7,resolved,I can't add more than 6 frames unless I write the frame and add it. result: Blocked at 6 max.,auto-split: one bug per short thread
TAL-00979#1,TAL-00979,journal_app,slow-interaction,RC-7,resolved,لما احذف القروبات واكون فقي الصفخى تحت ما بقدر اسحب الرول لفوق لازم اضيف قروب عشان اشوف القروب كامل,auto-split: one bug per short thread
TAL-00981#1,TAL-00981,journal_app,slow-interaction,RC-7,resolved,"The entire data range is calculated, not just the number of days.",auto-split: one bug per short thread
TAL-00982#1,TAL-00982,journal_app,slow-interaction,RC-7,resolved,"It's available in all markets, although I've specified it only for futures.",auto-split: one bug per short thread
TAL-00983#1,TAL-00983,journal_app,slow-interaction,RC-7,resolved,"When refreshing the page while the Strategies view is selected, the Create Strategy screen briefly appears first, then disappears and the strategy cards are displayed. This causes a noticeable UI flicker. The rendering and loading of data i",auto-split: one bug per short thread
TAL-00984#1,TAL-00984,journal_app,slow-interaction,RC-7,resolved,"After changing the screen resolution, the double-click action on a strategy card no longer opens the strategy settings as expected. After changing the screen resolution, clicking the three-dot menu (...) on a strategy card does not open the",auto-split: one bug per short thread
TAL-00985#1,TAL-00985,journal_app,slow-interaction,RC-7,resolved,Browser zoom out significantly reduces text readability. UI scaling and font rendering need improvement to ensure text remains clear and readable at lower zoom levels,auto-split: one bug per short thread
TAL-00986#1,TAL-00986,journal_app,slow-interaction,RC-7,resolved,When selecting a strategy template and then choosing Create New Strategy the settings from the previously selected template are not cleared,auto-split: one bug per short thread
TAL-00987#1,TAL-00987,journal_app,slow-interaction,RC-7,resolved,"If a space is entered before or after a search term, the results disappear and no matches are returned. Search queries should automatically trim leading and trailing spaces so that results remain consistent regardless of accidental whitespa",auto-split: one bug per short thread
TAL-00988#1,TAL-00988,journal_app,slow-interaction,RC-7,resolved,"Tags are displayed in a list depending on the length of the tag text. If the strategy name is long, it becomes unreadable and can only be viewed by entering the strategy edit screen",auto-split: one bug per short thread
TAL-00989#1,TAL-00989,journal_app,label-mis-anchor,RC-3,resolved,The label should be changed from “Copy” to “Duplicate” to make the action clearer and more understandable,auto-split: one bug per short thread
TAL-00992#1,TAL-00992,journal_app,slow-interaction,RC-7,resolved,droplists should all follow our design style (MFE drop list) also the cursor should never turn into a finger,auto-split: one bug per short thread
TAL-00997#1,TAL-00997,journal_app,slow-interaction,RC-7,resolved,nothing work here,auto-split: one bug per short thread
TAL-00999#1,TAL-00999,journal_app,slow-interaction,RC-7,resolved,The settings access from the three-dot menu position need to be optimized for better usability,auto-split: one bug per short thread
TAL-01000#1,TAL-01000,journal_app,multichart-parity,RC-4,resolved,"When opening Settings from the three-dot menu and selecting Dashboard from the dropdown list, the dashboard metrics and values do not appear inside the panel. The dashboard opens, but the expected data and readings are missing.",auto-split: one bug per short thread
TAL-01003#1,TAL-01003,journal_app,slow-interaction,RC-7,resolved,"If you select the timeframe option, you can choose from 6 different timeframes. if you use the custom timeframe feature, you can select an unlimited number of timeframes and there are no limits on the number of minutes you can enter",auto-split: one bug per short thread
TAL-01004#1,TAL-01004,journal_app,slow-interaction,RC-7,resolved,"When editing a strategy or creating a new one, if the name already exists, the system should display a warning indicating that the name is duplicated.",auto-split: one bug per short thread
TAL-01005#1,TAL-01005,journal_app,slow-interaction,RC-7,resolved,"If I can select all pairs from this list across all markets, why am I required to select the market in the dropdown above it?",auto-split: one bug per short thread
TAL-01006#1,TAL-01006,journal_app,slow-interaction,RC-7,resolved,The text is not displayed with each line separated from the other,auto-split: one bug per short thread
TAL-01007#1,TAL-01007,journal_app,slow-interaction,RC-7,resolved,"The emoji filter is not working. Also, when typing a category name, the emoji disappears instead of remaining visible or being properly associated with the category.",auto-split: one bug per short thread
TAL-01008#1,TAL-01008,journal_app,slow-interaction,RC-7,resolved,The names of the selected trading pairs are not displayed,auto-split: one bug per short thread
TAL-01009#1,TAL-01009,journal_app,slow-interaction,RC-7,resolved,"If I select symbols from the Forex market and then switch the market type to Futures using the dropdown above, the previously selected symbols remain unchanged instead of updating according to the newly selected market.",auto-split: one bug per short thread
TAL-01010#1,TAL-01010,journal_app,slow-interaction,RC-7,resolved,"When editing a strategy, the images do not appear in the image list. Additionally, clicking on an image to preview or view it does not display anything",auto-split: one bug per short thread
TAL-01011#1,TAL-01011,journal_app,slow-interaction,RC-2,resolved,"The Community list cannot be selected or accessed. there is no option to sort or organize strategies based on available data. It would be useful to have sorting options such as strategy name, creation date, last modified date, performance m",auto-split: one bug per short thread
TAL-01012#1,TAL-01012,journal_app,slow-interaction,RC-7,resolved,"When uploading an image larger than 5 MB, or an image format that is not supported by the platform, no warning or error message is displayed to inform the user that the uploaded image does not meet the platform's requirements.",auto-split: one bug per short thread
TAL-01013#1,TAL-01013,journal_app,slow-interaction,RC-2,resolved,"A 50 MB image was uploaded in this section, which caused the platform to become slow and lag after the upload.",auto-split: one bug per short thread
TAL-01014#1,TAL-01014,journal_app,slow-interaction,RC-7,resolved,When the user starts typing the existing placeholder text should be cleared automatically,auto-split: one bug per short thread
TAL-01015#1,TAL-01015,journal_app,slow-interaction,RC-7,resolved,"When all groups are deleted, there is no minimum group requirement enforced. The Add Group button disappears completely, making it impossible to create a new group. If I navigate to the General Info section and then return, the deleted grou",auto-split: one bug per short thread
TAL-01017#1,TAL-01017,journal_app,label-mis-anchor,RC-3,resolved,The group labels need to be fixed,auto-split: one bug per short thread
TAL-01018#1,TAL-01018,journal_app,slow-interaction,RC-7,resolved,This menu disappears when scrolling down the list,auto-split: one bug per short thread
TAL-01019#1,TAL-01019,journal_app,slow-interaction,RC-7,resolved,"When duplicating a strategy and then refreshing, it disappears",auto-split: one bug per short thread
TAL-01020#1,TAL-01020,journal_app,slow-interaction,RC-7,resolved,"When selecting text with the mouse and then releasing it outside the menu, the menu disappears.",auto-split: one bug per short thread
TAL-01024#1,TAL-01024,journal_app,order-entry,RC-5,resolved,"I entered a short position, hit my stop loss, and lost $100. When I checked my trades, I saw a $100 profit, even though it was a losing trade.",auto-split: one bug per short thread
TAL-01026#1,TAL-01026,journal_app,slow-interaction,RC-7,user_replied,%لما اخلص جلسة التادول والايام بيصير 99 مش complete,auto-split: one bug per short thread
TAL-01027#1,TAL-01027,journal_app,slow-interaction,RC-7,resolved,"When the same option is available and I select it on any tag, it will select them all.",auto-split: one bug per short thread
TAL-01031#1,TAL-01031,journal_app,slow-interaction,RC-7,resolved,"When I imported 500 trades, it stopped opening. So now there are 700 trades.",auto-split: one bug per short thread
TAL-01038#1,TAL-01038,journal_app,slow-interaction,RC-7,resolved,"The filter is applied to sessions that have not started yet, but I have a session with recorded profits and losses that is still being filtered incorrectly. Please review the filter logic.",auto-split: one bug per short thread
TAL-01039#1,TAL-01039,journal_app,slow-interaction,RC-7,resolved,This list does not behave correctly in this scenario and requires a fix,auto-split: one bug per short thread
TAL-01041#1,TAL-01041,journal_app,order-entry,RC-5,resolved,"The card sorting system needs improvement. When sorting by duration, the cards should be ordered from the longest duration to the shortest in descending order. The same consistent sorting behavior should apply to all other sorting types as ",auto-split: one bug per short thread
TAL-01042#1,TAL-01042,journal_app,slow-interaction,RC-7,resolved,The way numbers are distributed and displayed under the “All” filter appears inconsistent and needs improvement. The sorting/organization logic should be reviewed,auto-split: one bug per short thread
TAL-01043#1,TAL-01043,journal_app,slow-interaction,RC-7,resolved,It may be possible to replace this list with a sorting menu similar to the one used in the card menu,auto-split: one bug per short thread
TAL-01044#1,TAL-01044,journal_app,slow-interaction,RC-7,resolved,"Does the duplicate function give you a fresh session with the same settings, or does it simply clone the session as it is without any changes?",auto-split: one bug per short thread
TAL-01045#1,TAL-01045,journal_app,slow-interaction,RC-7,resolved,"When hovering the mouse over the “Save trade” option, the tooltip remains visible on the chart even after saving",auto-split: one bug per short thread
TAL-01046#1,TAL-01046,journal_app,slow-interaction,RC-7,resolved,Why don’t we make hiding and showing the balance possible by clicking on the balance itself?,auto-split: one bug per short thread
TAL-01047#1,TAL-01047,journal_app,first-click-fails,RC-1,resolved,The dashboard button does not work correctly on the first click,auto-split: one bug per short thread
TAL-01048#1,TAL-01048,journal_app,slow-interaction,RC-7,resolved,When the name is long…,auto-split: one bug per short thread
TAL-01049#1,TAL-01049,journal_app,slow-interaction,RC-7,resolved,Why does this button take me to the strategy list instead of opening the strategy creation menu directly?,auto-split: one bug per short thread
TAL-01050#1,TAL-01050,journal_app,slow-interaction,RC-7,resolved,"When clicking on the session, the settings menu opens",auto-split: one bug per short thread
TAL-01051#1,TAL-01051,journal_app,slow-interaction,RC-7,resolved,"A limit should be set for the description, along with manual control over the text input area size",auto-split: one bug per short thread
TAL-01052#1,TAL-01052,journal_app,slow-interaction,RC-7,resolved,Only two pairs can be added,auto-split: one bug per short thread
TAL-01053#1,TAL-01053,journal_app,slow-interaction,RC-7,resolved,"It takes a negative value and also accepts zero, but inside the session the value becomes 10,000",auto-split: one bug per short thread
TAL-01054#1,TAL-01054,journal_app,slow-interaction,RC-7,resolved,"When editing the session from Standard mode to Prop Firm mode, manual chart cutting is still working.",auto-split: one bug per short thread
TAL-01064#1,TAL-01064,journal_app,stuck-until-click,RC-2,resolved,لا تخليني احط رقم سالب,auto-split: one bug per short thread
TAL-01065#1,TAL-01065,journal_app,slow-interaction,RC-7,open,لو تضيف زر دخول السيشن بدل ما يروح على خانة سيشن عشان يعمل باك تيست بيسهل عليه,auto-split: one bug per short thread
TAL-01085#1,TAL-01085,journal_app,slow-interaction,RC-7,resolved,"When duplicating a session, it is created with the same name.",auto-split: one bug per short thread
TAL-01086#1,TAL-01086,journal_app,slow-interaction,RC-7,resolved,It is possible to replace Asset with Market,auto-split: one bug per short thread
TAL-01087#1,TAL-01087,journal_app,label-mis-anchor,RC-3,resolved,It is possible to improve the info label,auto-split: one bug per short thread
TAL-01088#1,TAL-01088,journal_app,first-click-fails,RC-1,resolved,"On the first click to open the dashboard, it briefly navigates to the dashboard page and then quickly returns to the sessions page. Repeating this action on all sessions causes the same behavior consistently",auto-split: one bug per short thread
TAL-01089#1,TAL-01089,journal_app,slow-interaction,RC-7,pending,"If I click anywhere in the session with the mouse, the settings window opens",auto-split: one bug per short thread
TAL-01090#1,TAL-01090,journal_app,slow-interaction,RC-7,resolved,"It would be better to remove the height adjustment arrows and set a fixed value between 4–6. I suggest using 5, as it will be a good space and at the same time sufficient for 500 characters",auto-split: one bug per short thread
TAL-01091#1,TAL-01091,journal_app,slow-interaction,RC-7,resolved,"I can only add two pairs, while the random option is giving me three pairs",auto-split: one bug per short thread
TAL-01092#1,TAL-01092,journal_app,slow-interaction,RC-7,resolved,YTD is not available.,auto-split: one bug per short thread
TAL-01093#1,TAL-01093,journal_app,slow-interaction,RC-7,resolved,Funded crypto accounts also available,auto-split: one bug per short thread
TAL-01094#1,TAL-01094,journal_app,stuck-until-click,RC-2,resolved,"When creating a futures account, it gets stuck on instant",auto-split: one bug per short thread
TAL-01098#1,TAL-01098,journal_app,slow-interaction,RC-7,resolved,"When I scroll down and up quickly with the mouse, their positions change.",auto-split: one bug per short thread
TAL-01110#1,TAL-01110,journal_app,slow-interaction,RC-7,resolved,"If I click “New Session” or “Dashboard”, then press the browser back button, it takes me outside the app to the browser’s default page instead of returning to the previous page inside the app",auto-split: one bug per short thread
TAL-01111#1,TAL-01111,journal_app,slow-interaction,RC-7,resolved,"When switching between the Strategies page and the Sessions page, the size of this button changes. This is inconsistent and should be fixed so the button size remains the same across both pages",auto-split: one bug per short thread
TAL-01112#1,TAL-01112,journal_app,slow-interaction,RC-7,resolved,What if I have capital distributed across multiple markets? It would be a good addition to manage my capital from a single journal.,auto-split: one bug per short thread
TAL-01113#1,TAL-01113,journal_app,slow-interaction,RC-7,resolved,"If I click on “Build Strategy”, “New Session”, or “Edit”, then press the browser back button, it takes me outside the app to the browser’s default page instead of returning to the previous page within the app",auto-split: one bug per short thread
TAL-01114#1,TAL-01114,journal_app,slow-interaction,RC-7,resolved,The position where the menu opens needs to be adjusted,auto-split: one bug per short thread
TAL-01115#1,TAL-01115,journal_app,slow-interaction,RC-7,resolved,The position of the three-dot menu needs to be adjusted,auto-split: one bug per short thread
TAL-01117#1,TAL-01117,journal_app,slow-interaction,RC-7,resolved,There is no sorting button here like the other pages.,auto-split: one bug per short thread
TAL-01118#1,TAL-01118,journal_app,slow-interaction,RC-7,resolved,This button is not on the other pages. It is not available as a separate button elsewhere because it is included as part of a menu under the highlighted menu shown in the image,auto-split: one bug per short thread
TAL-01119#1,TAL-01119,journal_app,slow-interaction,RC-7,resolved,We can change this word from Market to Symbol,auto-split: one bug per short thread
TAL-01161#1,TAL-01161,journal_app,slow-interaction,RC-7,resolved,should fillter control all,auto-split: one bug per short thread
TAL-01448#1,TAL-01448,journal_app,slow-interaction,RC-7,user_replied,"When I delete a session, the total trade time changes to seconds and then the calculation returns to normal.",auto-split: one bug per short thread
TAL-01449#1,TAL-01449,journal_app,slow-interaction,RC-7,resolved,لما يكون السيشن تحت واضغط على الثلاث نقاط ببين الاعدادات تحت الشريط السفلي,auto-split: one bug per short thread
TAL-01503#1,TAL-01503,journal_app,slow-interaction,RC-7,resolved,"When you switch from Card to Row, the position of the text in the middle of the screen changes.",auto-split: one bug per short thread
TAL-01504#1,TAL-01504,journal_app,slow-interaction,RC-7,resolved,لما ابحث ما بيبحث عن اسم الايموجي نفسه بل بيبحث عن اسم المجموعة نفسها,auto-split: one bug per short thread
TAL-01505#1,TAL-01505,journal_app,slow-interaction,RC-7,resolved,"In the strategy flow field, the and/or fields are attached to the one next to them, and they become consistent when a new condition is added.",auto-split: one bug per short thread
TAL-01506#1,TAL-01506,journal_app,slow-interaction,RC-7,resolved,The line that appears and disappears is inconsistent in the center of the box. I have ADHD.,auto-split: one bug per short thread
TAL-01507#1,TAL-01507,journal_app,slow-interaction,RC-7,resolved,"Don't activate the ""add"" button until you reach 10 tags.",auto-split: one bug per short thread
TAL-01508#1,TAL-01508,journal_app,ghost-after-delete,RC-1,resolved,"When I modify a condition or add a new condition and modify it, the text usually remains on one line. Sometimes it's on more than one line.",auto-split: one bug per short thread
TAL-01509#1,TAL-01509,journal_app,slow-interaction,RC-7,resolved,خلي الاسماء في النص متناسقة,auto-split: one bug per short thread
TAL-01510#1,TAL-01510,journal_app,slow-interaction,RC-7,resolved,جودة الصور ضعيفة,auto-split: one bug per short thread
TAL-01511#1,TAL-01511,journal_app,replay-interaction,RC-8,resolved,"When I copy a strategy, it doesn't necessarily give me the same results in backtesting. Each strategy must be separate from the others.",auto-split: one bug per short thread
TAL-01512#1,TAL-01512,journal_app,slow-interaction,RC-7,resolved,"When I added the strategy, it brought up the previous strategies and the session and placed them on the new strategy.",auto-split: one bug per short thread
TAL-01515#1,TAL-01515,journal_app,slow-interaction,RC-7,resolved,"When I delete a group and add it again, the group locations change.",auto-split: one bug per short thread
TAL-01516#1,TAL-01516,journal_app,slow-interaction,RC-7,resolved,all markets,auto-split: one bug per short thread
TAL-01517#1,TAL-01517,journal_app,slow-interaction,RC-7,resolved,This bug occurs when scrolling down,auto-split: one bug per short thread
TAL-01518#1,TAL-01518,journal_app,slow-interaction,RC-7,resolved,"The Markets dropdown should automatically reflect the markets of the selected symbols. Since I intend to use the market selection as a filter later, it shouldn't require manual configuration.",auto-split: one bug per short thread
TAL-01519#1,TAL-01519,journal_app,replay-interaction,RC-8,user_replied,The limit for the number of pairs I’m allowed to add is no longer visible here,auto-split: one bug per short thread
TAL-01520#1,TAL-01520,journal_app,slow-interaction,RC-7,resolved,"The maximum for the hour timeframe must be set to 24 hours. When the user enters a value higher than the allowed limit, a warning message must be displayed so they know what the maximum allowed value is",auto-split: one bug per short thread
TAL-01521#1,TAL-01521,journal_app,slow-interaction,RC-7,resolved,We don’t need the word “Auto” in this list. Removing it will improve the appearance of the menu,auto-split: one bug per short thread
TAL-01522#1,TAL-01522,journal_app,slow-interaction,RC-7,open,Part of the menu is hidden in this area,auto-split: one bug per short thread
TAL-01523#1,TAL-01523,journal_app,slow-interaction,RC-7,resolved,"When adding a new group from the option at the top, they are not aligned at the same level",auto-split: one bug per short thread
TAL-01524#1,TAL-01524,journal_app,slow-interaction,RC-7,resolved,"When adding a group from the bottom menu, I cannot scroll up.",auto-split: one bug per short thread
TAL-01525#1,TAL-01525,journal_app,slow-interaction,RC-7,resolved,"When adding a menu from the top, a blank space appears at the bottom. This space disappears when scrolling",auto-split: one bug per short thread
TAL-01526#1,TAL-01526,journal_app,slow-interaction,RC-7,resolved,Why do empty groups appear in the summary?,auto-split: one bug per short thread
TAL-01527#1,TAL-01527,journal_app,slow-interaction,RC-7,user_replied,"What is the purpose of the zoom option? You can choose a fixed width ratio between 55% and 65%, with no option to adjust it. This would be better",auto-split: one bug per short thread
TAL-01528#1,TAL-01528,journal_app,slow-interaction,RC-7,resolved,"This option is for the symbol. You can also add the market, which would make it clearer for the user",auto-split: one bug per short thread
TAL-01529#1,TAL-01529,journal_app,multichart-parity,RC-4,resolved,"When hovering with the mouse over this menu, a panel should appear showing the full description",auto-split: one bug per short thread
TAL-01530#1,TAL-01530,journal_app,slow-interaction,RC-7,resolved,"The design is consistent when switching between menus, but the sizes are different",auto-split: one bug per short thread
TAL-01531#1,TAL-01531,journal_app,slow-interaction,RC-7,resolved,"In Community Strategy there is a filter option. Why not add it to My Strategy as well, but on the left side instead of next to the search box?",auto-split: one bug per short thread
TAL-01532#1,TAL-01532,journal_app,slow-interaction,RC-7,resolved,Some menus only allow 2 MB while others allow 5 MB. I think it would be better to unify the limits across the whole site,auto-split: one bug per short thread
TAL-01533#1,TAL-01533,journal_app,slow-interaction,RC-7,resolved,"When I scroll down and then move the mouse, it resets",auto-split: one bug per short thread
TAL-01534#1,TAL-01534,journal_app,slow-interaction,RC-7,resolved,Add padding on the sides,auto-split: one bug per short thread
TAL-01535#1,TAL-01535,journal_app,slow-interaction,RC-7,resolved,Strategy Name or just Name it can be improved to make it clearer,auto-split: one bug per short thread
TAL-01537#1,TAL-01537,journal_app,slow-interaction,RC-2,open,"The Community section needs further improvement, such as adding options like the list below: * View full strategy details * View clear and reliable statistics * Ability to copy the strategy directly to the user’s account * Easy modification",auto-split: one bug per short thread
TAL-01538#1,TAL-01538,journal_app,slow-interaction,RC-7,resolved,"Why does duplicating a strategy copy the same parameters, and why does it not show that it has been modified after editing",auto-split: one bug per short thread
TAL-01539#1,TAL-01539,journal_app,slow-interaction,RC-7,resolved,It should be unified across all options in the Trade page and the Session page. ▲▼ Default ▲ = Ascending (smallest to largest) ▼ = Descending (largest to smallest),auto-split: one bug per short thread
TAL-01540#1,TAL-01540,journal_app,slow-interaction,RC-7,resolved,Replacing it with the name would be better and clearer,auto-split: one bug per short thread
TAL-01541#1,TAL-01541,journal_app,slow-interaction,RC-7,resolved,بياخد شوية وقت ليظهر الداتا,auto-split: one bug per short thread
TAL-01542#1,TAL-01542,journal_app,slow-interaction,RC-7,resolved,Missing trading pairs,auto-split: one bug per short thread
TAL-01543#1,TAL-01543,journal_app,slow-interaction,RC-7,resolved,There is an issue with the trading pairs and the time,auto-split: one bug per short thread
TAL-01544#1,TAL-01544,journal_app,slow-interaction,RC-7,user_replied,Duplicate option is missing,auto-split: one bug per short thread
TAL-01545#1,TAL-01545,journal_app,slow-interaction,RC-7,open,"When a dropdown menu is open, clicking outside of it should close the menu",auto-split: one bug per short thread
TAL-01546#1,TAL-01546,journal_app,slow-interaction,RC-7,resolved,The stock pairs list in the strategy does not match the pairs available in the session,auto-split: one bug per short thread
TAL-01549#1,TAL-01549,journal_app,slow-interaction,RC-7,resolved,لما اضيف استراتيجية طويلة بيطلع الكلام برا المربع,auto-split: one bug per short thread
TAL-01550#1,TAL-01550,journal_app,slow-interaction,RC-7,resolved,لازم يكتب ارقام بس مش e-+ في كل البوكسات بيكتب هيك,auto-split: one bug per short thread
TAL-01551#1,TAL-01551,journal_app,slow-interaction,RC-7,resolved,"I can't see these columns from the bottom up, but I can see them from the top down.",auto-split: one bug per short thread
